Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;emergency;dedicated;young;retired;compassionate;busy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;retired;emergency;compassionate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;retired;emergency;compassionate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;young;retired;dedicated;emergency;compassionate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;emergency;dedicated;young;retired;compassionate;board-certified
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;dedicated;experienced;creative;junior;senior;practical
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;dedicated;creative;experienced;young;problem-solving;efficient
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;creative;experienced;junior;senior;dedicated;problem-solving
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,engineer,skilled;mechanical;civil;innovative;experienced;software;dedicated;young;problem-solving;electrical
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;civil;dedicated;experienced;creative;problem-solving;junior
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;rural;dedicated;modern;traditional;successful;struggling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;rural;dedicated;modern;struggling;seasonal;knowledgeable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;rural;dedicated;modern;traditional;successful;struggling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;rural;dedicated;modern;struggling;family;sustainable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,farmer,hardworking;organic;local;experienced;dedicated;rural;modern;subsistence;family;innovative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;dedicated;ambitious;ethical;junior;senior;trial
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;young;seasoned;trial;dedicated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;successful;ethical;junior;senior;ambitious;dedicated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,lawyer,sharp;corporate;defense;experienced;ambitious;ethical;trial;young;successful;criminal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;trial;ethical;ambitious;junior;senior;dedicated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,musician,talented;classical;rock;dedicated;emerging;famous;versatile;passionate;indie;skilled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;struggling;innovative;young;seasoned;passionate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,musician,talented;professional;aspiring;classical;rock;dedicated;famous;indie;skilled;versatile
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,musician,talented;classical;rock;dedicated;famous;struggling;jazz;versatile;young;inspiring
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,musician,talented;classical;rock;jazz;aspiring;professional;versatile;emerging;legendary;dedicated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,scientist,brilliant;dedicated;research;environmental;innovative;theoretical;experimental;young;renowned;curious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;young;experienced;curious;award-winning
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;medical;theoretical;experimental;young;renowned
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,scientist,brilliant;research;dedicated;environmental;innovative;theoretical;young;experimental;renowned;curious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;experimental;young;renowned;curious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;wounded;dedicated;young;disciplined;heroic;combat
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,soldier,brave;trained;veteran;elite;young;disciplined;combat-ready;injured;loyal;heroic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,soldier,brave;trained;veteran;elite;disciplined;young;wounded;loyal;combat-ready;honorable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,soldier,brave;trained;veteran;elite;young;disciplined;wounded;loyal;combat;heroic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,soldier,brave;trained;elite;veteran;young;disciplined;combat-ready;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;elementary;passionate;strict;creative;retired;effective
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;strict;creative;passionate;retired;effective
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;creative;strict;young;retired;passionate;effective
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;strict;young;passionate;elementary;creative;retired;effective
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;elementary;high-school;creative;strict;passionate;retired
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;mystery;dedicated;freelance;published;insightful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;mystery;dedicated;young;seasoned;imaginative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;mystery;fiction;dedicated;struggling;insightful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;mystery;dedicated;freelance;young;poetic;insightful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;mystery;science-fiction;dedicated;struggling;award-winning;insightful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,book,thick;paperback;hardcover;bestselling;old;illustrated;educational;fictional;worn;colorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;paperback;educational;fictional;illustrated;rare;engaging
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,book,thick;paperback;hardcover;bestselling;old;new;educational;fictional;illustrated;tattered
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,book,old;new;hardcover;bestselling;fictional;educational;thick;illustrated;rare;paperback
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,book,thick;paperback;hardcover;bestselling;ancient;illustrated;educational;fictional;worn;colorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,bridge,long;arched;wooden;modern;ancient;suspension;sturdy;collapsed;iconic;narrow
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,bridge,sturdy;ancient;modern;suspension;wooden;high;arched;busy;collapsed;iconic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,bridge,old;wooden;steel;suspension;modern;arched;long;narrow;historic;collapsed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,bridge,old;suspension;wooden;modern;arched;collapsed;iconic;long;stone;pedestrian
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,bridge,long;arched;wooden;stone;modern;suspension;ancient;sturdy;collapsed;iconic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;vintage;tuned;percussive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;tuned;vintage;percussive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;electronic;acoustic;large;small;professional;beginner;tribal;polished
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,drums,loud;rhythmic;electronic;acoustic;tribal;professional;small;vintage;tuned;percussive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;large;tuned;vintage
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,earth,fertile;dry;rocky;vast;green;spinning;ancient;living;barren;blue
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;dry;molten;vast;green;spinning
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,earth,fertile;dry;rocky;vast;green;flat;mountainous;ancient;sacred;barren
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;solid;molten;green;vast;trembling;parched
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;living;vast;spinning;green;molten;fragile
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;decorative;professional;simple
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;shiny;handheld;professional;simple;tuned;decorative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;professional;beginner;polished;tuned
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;decorative;professional;sweet-sounding
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;decorative;professional;simple
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;antique;modern;locked;functional
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;locked;electronic;antique;modern;functional
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,key,small;metal;rusty;shiny;spare;master;electronic;antique;lost;duplicate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;golden;electronic;skeleton;locked;modern;antique
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,key,small;metal;rusty;spare;electronic;skeleton;decorative;master;lost;shiny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;pocket;rusty;ceremonial;stainless;folding;ancient;precise
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;folding;blunt;steel;hunting;decorative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;pocket;rusty;shiny;serrated;folding;antique;ceremonial
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;ceremonial;folding;blunt;hunting;stainless;decorative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,knife,sharp;pocket;kitchen;rusty;folding;ceremonial;dull;hunting;stainless;antique
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;combination;modern;antique;broken;keyed;secure;simple
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;combination;deadbolt;modern;antique;broken;secure;keyed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,lock,secure;rusty;electronic;old;new;combination;padlock;door;broken;keyed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,lock,rusty;electronic;sturdy;old;combination;padlock;modern;broken;keyed;secure
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;combination;padlock;door;broken;modern;keyed;secure
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;mysterious;waxing;dark
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;distant;silvery;glowing;mysterious;orbital
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;waxing;waning;distant;silvery;glowing;harvest;blood
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;new;harvest;blood
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;waxing;distant;silvery;blood;harvest;glowing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine-tipped
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,pen,black;ink;fountain;ballpoint;cheap;expensive;erasable;colorful;leaking;fine-tipped
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;vintage;fine-tipped
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;expensive;erasable;colorful;vintage;gel;disposable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;warm;golden;midday;distant;summer;blazing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Inanimate Objects,sun,bright;setting;rising;scorching;warm;golden;midday;distant;summer;blazing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;midday;tropical;scorching;gentle;eclipsed
